sample_key,idx,target,project,cwe,char_len,line_count,memory_api_count,string_api_count,bounds_keyword_count,error_handling_keyword_count,lifecycle_keyword_count,retrieval_top1_score,retrieval_pos_neg_margin_max,retrieval_top1_evidence_role,zero_shot_pred,old_rag_pred,zero_shot_pred,icl_pred,old_rag_pred,positive_weighted_rag_pred,balanced_grouped_no_label_bc_pred,icl_message_chars,method_pred_entropy
idx:219032,219032,0,tensorflow,CWE-617,2762,76,1,0,2,13,1,0.9544575214385986,0.0003197789192199707,safe_background,1,0,1,1,0,0,1,10849,0.8112781244591328
idx:219931,219931,0,tensorflow,CWE-617,3008,80,4,0,4,10,4,0.9384267330169678,0.005847573280334473,vulnerable_changed,1,0,1,0,0,0,1,8057,0.954434002924965
idx:220021,220021,0,tensorflow,CWE-190,5527,132,0,0,2,0,1,0.9590068459510803,0.0033107399940490723,vulnerable_changed,1,0,1,1,0,1,1,15221,0.5435644431995964
idx:220201,220201,0,tensorflow,CWE-125,2328,68,1,0,4,7,0,0.9549214839935303,0.002110421657562256,vulnerable_changed,1,0,1,1,0,0,0,42508,1.0
idx:220463,220463,0,tensorflow,CWE-476,2769,64,2,0,0,8,0,0.9284628629684448,0.0033898353576660156,vulnerable_changed,1,0,1,1,0,0,1,7818,0.8112781244591328
idx:223728,223728,0,tensorflow,CWE-476,4724,121,0,0,1,17,2,0.9268399477005005,0.00521320104598999,vulnerable_changed,1,0,1,1,0,0,1,29966,0.954434002924965
idx:224153,224153,0,tensorflow,CWE-908,3946,93,2,0,0,5,0,0.9304990768432617,0.0007904767990112305,vulnerable_context,1,0,1,0,0,0,1,10796,0.954434002924965
idx:224154,224154,0,mruby,CWE-476,1318,59,0,0,18,2,0,0.9120312929153442,0.0025893449783325195,vulnerable_context,1,0,1,0,0,1,1,9516,0.954434002924965
idx:224181,224181,0,tensorflow,CWE-843,1181,32,0,0,1,1,1,0.9479848742485046,0.0014670491218566895,fixed_changed,1,0,1,0,0,0,1,7305,0.954434002924965
idx:195295,195295,1,mruby,CWE-125,3885,178,0,0,8,0,0,0.9405497312545776,0.0,fixed_changed,0,1,0,0,1,0,0,26294,0.5435644431995964
idx:224277,224277,0,flatpak,CWE-20,10472,276,0,4,0,34,1,0.9703056216239929,0.006871700286865234,vulnerable_changed,1,0,1,0,0,0,1,28085,0.954434002924965
idx:224862,224862,0,tensorflow,CWE-190,6906,131,0,0,14,4,0,0.9523455500602722,0.00843900442123413,vulnerable_changed,1,0,1,1,0,1,1,13030,0.5435644431995964
idx:225547,225547,0,tensorflow,CWE-190,318,10,0,0,5,1,0,0.931581974029541,-0.002357780933380127,safe_background,1,0,1,1,0,1,1,3946,0.8112781244591328
idx:229337,229337,0,tensorflow,CWE-476,1966,45,0,0,0,8,1,0.9409423470497131,0.014657318592071533,vulnerable_changed,1,0,1,1,0,0,0,13679,1.0
idx:232405,232405,0,tensorflow,CWE-476,2915,58,2,0,1,1,0,0.9493675827980042,0.0026079416275024414,vulnerable_changed,1,0,1,0,0,0,1,9039,1.0
idx:235642,235642,0,pjproject,CWE-787,1097,42,0,0,2,4,4,0.9533566236495972,-0.001208961009979248,safe_background,1,0,1,0,0,1,1,23304,0.8112781244591328
idx:242637,242637,0,gpac,CWE-703,12031,365,2,0,7,26,0,0.9511579275131226,0.004747152328491211,vulnerable_changed,1,0,1,1,0,0,0,30846,0.954434002924965
idx:242926,242926,0,tensorflow,CWE-20,2303,60,0,0,8,10,0,0.9550331830978394,0.0002181529998779297,vulnerable_changed,1,0,1,0,0,0,1,11997,1.0
idx:245140,245140,0,tensorflow,CWE-703,4067,85,0,0,11,6,0,0.9419932961463928,0.002238929271697998,vulnerable_context,1,0,1,0,0,0,1,16620,0.954434002924965
idx:246495,246495,0,tensorflow,CWE-369,1915,45,0,0,1,2,0,0.9473526477813721,0.0,safe_background,1,0,1,1,0,1,0,5049,0.954434002924965
idx:247755,247755,0,cryptopp,CWE-399,1215,41,0,0,0,4,0,0.92615807056427,-0.002728879451751709,safe_background,1,0,1,1,0,0,1,11441,0.954434002924965
idx:249989,249989,0,gpac,CWE-476,2973,79,0,0,0,11,1,0.9424921870231628,0.004356443881988525,vulnerable_changed,1,0,1,1,0,1,1,14158,0.5435644431995964
idx:251946,251946,0,tensorflow,CWE-369,4315,92,0,0,0,3,1,0.9095786809921265,0.0016223788261413574,vulnerable_changed,1,0,1,0,0,0,1,12590,0.954434002924965
idx:253970,253970,0,tensorflow,CWE-476,4946,99,0,0,9,4,0,0.9976662397384644,0.01837158203125,vulnerable_changed,1,0,1,1,0,1,1,11389,0.5435644431995964
idx:255807,255807,0,tensorflow,CWE-908,10123,213,0,0,9,1,0,0.9553877115249634,0.0059667229652404785,vulnerable_changed,1,0,1,0,0,1,1,20766,0.8112781244591328
idx:255932,255932,0,tensorflow,CWE-369,3318,80,1,0,21,5,0,0.9360512495040894,0.006406426429748535,vulnerable_changed,1,0,1,1,0,0,0,11405,0.8112781244591328
idx:256138,256138,0,tensorflow,CWE-125,4710,116,3,0,2,5,3,0.9674717783927917,0.0056043267250061035,vulnerable_changed,1,0,1,0,0,1,1,13552,1.0
idx:256441,256441,0,pjproject,CWE-200,1449,48,0,0,11,12,0,0.9622535705566406,0.0011413097381591797,vulnerable_changed,1,0,1,0,0,1,1,10129,0.8112781244591328
idx:256947,256947,0,tensorflow,CWE-703,2375,58,0,0,2,1,0,0.9412029981613159,0.0002384781837463379,vulnerable_context,1,0,1,0,0,0,0,63057,1.0
idx:259081,259081,0,tensorflow,CWE-476,3979,97,1,0,5,4,2,0.9425183534622192,0.0033867955207824707,vulnerable_changed,1,0,1,0,0,1,1,7637,0.8112781244591328
idx:259619,259619,0,libjpeg,CWE-787,1217,34,2,0,4,4,0,0.9436853528022766,0.004355490207672119,vulnerable_changed,1,0,1,0,0,0,1,34067,1.0
idx:259732,259732,0,tensorflow,CWE-703,3595,74,0,0,3,1,0,0.9746449589729309,0.004748344421386719,vulnerable_changed,1,0,1,1,0,1,1,9912,0.5435644431995964
idx:261220,261220,0,wolfMQTT,CWE-787,7575,242,0,0,2,29,2,0.9409051537513733,0.004338979721069336,vulnerable_changed,1,0,1,1,0,0,1,31897,0.8112781244591328
idx:263521,263521,0,tensorflow,CWE-125,1424,35,0,0,1,8,0,0.9496238231658936,0.0020111799240112305,vulnerable_changed,1,0,1,0,0,1,1,4558,0.8112781244591328
idx:267357,267357,0,crun,CWE-276,3362,93,1,0,5,17,0,0.94010329246521,0.0033065080642700195,vulnerable_changed,1,0,1,0,0,1,1,29066,0.954434002924965
idx:271526,271526,0,tensorflow,CWE-369,4881,106,0,0,9,3,0,0.9606647491455078,0.003368377685546875,vulnerable_changed,1,0,1,1,0,0,1,11029,0.8112781244591328
idx:274865,274865,0,tensorflow,CWE-703,1608,35,0,0,0,0,0,0.9537745118141174,0.004216611385345459,vulnerable_changed,1,0,1,0,0,0,0,6226,0.5435644431995964
idx:275525,275525,0,njs,CWE-416,2071,77,0,0,1,8,0,0.9546932578086853,0.0010112524032592773,vulnerable_changed,1,0,1,0,0,0,1,65882,0.954434002924965
idx:282984,282984,0,LuaJIT,CWE-125,1412,51,0,0,1,11,0,0.9297592043876648,0.008090615272521973,fixed_changed,1,0,1,0,0,0,0,6999,0.954434002924965
idx:301429,301429,0,samba,CWE-665,8880,330,2,0,17,54,0,0.9459726214408875,0.004195272922515869,vulnerable_changed,1,0,1,0,0,0,1,66751,0.954434002924965
idx:200323,200323,1,vim,CWE-787,39409,1430,6,12,16,24,9,0.9999997615814209,0.007527172565460205,vulnerable_context,0,1,0,0,1,0,0,78653,0.954434002924965
idx:302095,302095,0,radare2,CWE-476,786,25,1,0,3,5,1,0.9479385614395142,0.0039435625076293945,vulnerable_changed,1,0,1,1,0,0,0,4620,0.954434002924965
idx:308163,308163,0,linux,CWE-401,686,29,2,0,2,4,1,0.962834358215332,0.0010898709297180176,vulnerable_changed,1,0,1,0,0,0,0,5953,1.0
idx:312399,312399,0,vim,CWE-703,1303,52,0,0,0,18,1,0.9445793628692627,-0.0018973350524902344,fixed_changed,1,0,1,0,0,0,1,22778,0.954434002924965
idx:318099,318099,0,wireless-drivers,CWE-415,1400,58,3,0,1,7,0,0.9648504853248596,5.9664249420166016e-05,vulnerable_changed,1,0,1,1,0,0,1,8379,0.8112781244591328
idx:326914,326914,0,linux,CWE-476,1317,69,5,0,2,13,1,0.9506479501724243,0.004464507102966309,vulnerable_changed,1,0,1,0,0,0,1,7777,1.0
idx:349259,349259,0,squashfs-tools,CWE-200,3559,138,2,1,33,33,0,0.9265142679214478,0.006322681903839111,vulnerable_changed,1,0,1,1,0,1,1,9251,0.5435644431995964
idx:349251,349251,0,squashfs-tools,CWE-200,3267,124,2,1,29,33,0,0.9310237765312195,0.007493734359741211,vulnerable_changed,1,0,1,1,0,1,1,8959,0.5435644431995964
idx:359843,359843,0,ImageMagick,CWE-617,16656,476,2,0,10,92,2,0.9475723505020142,0.006154060363769531,vulnerable_changed,1,0,1,1,0,1,1,78435,0.5435644431995964
idx:361298,361298,0,admesh,CWE-125,650,20,0,0,0,2,0,0.9232594966888428,-0.00390702486038208,safe_background,1,0,1,0,0,1,1,4995,0.954434002924965
idx:204830,204830,1,linux,CWE-200,422,17,0,0,0,3,0,0.9559057950973511,-0.0009312033653259277,vulnerable_context,0,1,0,0,1,0,1,1618,0.954434002924965
idx:373535,373535,0,ovs,CWE-401,1051,27,0,0,1,0,0,0.9436839818954468,-0.0015590786933898926,vulnerable_context,1,0,1,1,0,0,1,4268,0.954434002924965
idx:206417,206417,1,vim,CWE-787,10082,400,5,0,5,22,16,0.9634653329849243,0.006507396697998047,vulnerable_changed,0,1,0,0,1,0,0,65455,0.5435644431995964
idx:384803,384803,0,vim,CWE-703,5340,211,0,0,13,25,0,0.9459242224693298,0.00909888744354248,vulnerable_changed,1,0,1,1,0,1,1,28224,0.5435644431995964
idx:391627,391627,0,linux,CWE-120,400,23,0,1,4,3,0,0.9494621157646179,0.0002548694610595703,vulnerable_changed,1,0,1,0,0,0,1,2598,0.954434002924965
idx:393528,393528,0,squirrel,CWE-703,650,19,0,0,0,3,0,0.9340174198150635,-0.0010475516319274902,safe_background,1,0,1,1,0,1,1,20241,0.5435644431995964
idx:207719,207719,1,vim,CWE-787,569,26,0,0,0,1,0,0.9650080800056458,-0.0014399886131286621,fixed_changed,0,1,0,0,1,1,1,11890,0.954434002924965
idx:207990,207990,1,pcre2,CWE-703,4749,217,0,0,27,3,2,0.943650484085083,0.006703197956085205,vulnerable_changed,0,1,0,0,1,0,0,60754,0.5435644431995964
idx:405698,405698,0,linux,CWE-703,2256,88,0,0,1,14,1,0.9444020390510559,0.0026059746742248535,vulnerable_changed,1,0,1,1,0,0,1,10118,0.8112781244591328
idx:412332,412332,0,rizin,CWE-415,144,5,0,0,0,3,0,0.9434301853179932,-0.011324584484100342,safe_background,1,0,1,0,0,0,1,7411,0.8112781244591328
idx:413623,413623,0,radare2,CWE-416,13253,466,7,8,14,41,6,0.9638922214508057,0.010909676551818848,vulnerable_changed,1,0,1,0,0,1,1,55754,0.8112781244591328
idx:417093,417093,0,MilkyTracker,CWE-416,251,17,4,0,0,0,4,0.9147615432739258,-0.009276151657104492,safe_background,1,0,1,0,0,0,0,1952,0.954434002924965
idx:424969,424969,0,linux,CWE-476,5161,189,0,1,5,19,0,0.9595833420753479,0.0016521215438842773,vulnerable_changed,1,0,1,0,0,0,1,14532,0.954434002924965
idx:210278,210278,1,unicorn,CWE-476,402,17,0,0,0,3,0,0.923976480960846,-7.510185241699219e-06,vulnerable_context,0,1,0,0,1,0,0,5729,0.8112781244591328
idx:438876,438876,0,linux,CWE-416,702,34,3,0,0,5,1,0.9542214870452881,0.0024643540382385254,vulnerable_changed,1,0,1,0,0,1,1,4400,0.8112781244591328
idx:210910,210910,1,vim,CWE-200,3475,144,0,0,29,1,1,0.9494797587394714,0.003973543643951416,vulnerable_changed,0,1,0,0,1,0,0,11216,0.954434002924965
idx:444900,444900,0,cifs-utils,CWE-20,3041,122,1,0,0,15,1,0.9583010077476501,-0.0013346672058105469,safe_background,1,0,1,1,0,0,1,15080,0.954434002924965
idx:447231,447231,0,php-src,CWE-17,2818,117,1,3,15,20,0,0.9999998807907104,-0.003058195114135742,safe_background,1,0,1,0,0,0,1,9506,1.0
idx:451731,451731,0,ntp,CWE-20,2436,134,0,3,10,1,0,0.9467198848724365,0.007222175598144531,vulnerable_changed,1,0,1,0,0,0,1,24889,1.0
idx:211842,211842,1,vim,CWE-787,5974,208,4,0,3,13,6,0.9382659196853638,0.0002739429473876953,vulnerable_changed,0,1,0,1,1,0,1,19112,1.0
idx:452994,452994,0,nf,CWE-269,1137,57,3,0,1,13,0,0.9436362385749817,-0.000278472900390625,safe_background,1,0,1,0,0,0,1,24003,0.954434002924965
idx:455177,455177,0,libmobi,CWE-119,2146,54,1,0,7,25,1,0.9550154209136963,0.0009453296661376953,vulnerable_changed,1,0,1,1,0,0,1,10838,0.8112781244591328
idx:463134,463134,0,cyrus-imapd,CWE-732,3416,106,2,0,11,15,1,0.9543605446815491,0.00784599781036377,vulnerable_changed,1,0,1,0,0,0,1,42408,1.0
idx:472123,472123,0,linux,CWE-416,2262,86,0,2,3,21,1,0.9527409672737122,-6.622076034545898e-05,fixed_changed,1,0,1,0,0,0,1,27966,0.954434002924965
idx:481267,481267,0,linux,CWE-401,2357,83,0,0,3,16,0,0.9692442417144775,0.002170741558074951,vulnerable_changed,1,0,1,0,0,0,1,23845,0.954434002924965
idx:481787,481787,0,nagioscore,CWE-476,782,33,0,2,1,11,0,0.9521070718765259,-0.0006379485130310059,safe_background,1,0,1,0,0,0,0,15049,0.954434002924965
idx:215264,215264,1,perl5,CWE-120,81477,1975,4,0,31,85,13,0.9491892457008362,0.008784592151641846,vulnerable_changed,0,1,0,1,1,1,1,91073,0.5435644431995964
idx:500044,500044,0,openssl,CWE-20,1670,56,0,0,0,17,0,0.9501060843467712,-0.006928682327270508,fixed_changed,1,0,1,0,0,0,0,18764,0.954434002924965
idx:500663,500663,0,libssh,CWE-399,2430,90,0,0,0,25,0,0.9490871429443359,0.003929734230041504,vulnerable_changed,1,0,1,0,0,0,1,10374,0.954434002924965
idx:503985,503985,0,core,CWE-20,4359,110,2,6,8,45,0,0.941413402557373,0.005802273750305176,vulnerable_changed,1,0,1,1,0,0,0,20030,0.954434002924965
idx:505463,505463,0,openssl,CWE-327,3470,108,4,0,12,25,0,0.9624525904655457,0.004158616065979004,vulnerable_changed,1,0,1,0,0,1,1,7543,0.8112781244591328
idx:216938,216938,1,server,CWE-416,15070,476,4,0,2,32,8,0.9382410049438477,0.011471390724182129,vulnerable_changed,0,1,0,1,1,0,1,50979,0.954434002924965
